"City", "Region", "Country", "AirQuality", "WaterPollution"
"Bar", "Bar Municipality", "Montenegro", 56.25, 50
"Korce", "Korce County", "Albania", 75, 25
"Viseu", "Viseu", "Portugal", 79.16666666666667, 37.5
"Leuven", "Flemish Region", "Belgium", 56.25, 37.5
"Mashhad", "Razavi Khorasan Province", "Iran", 27.380952380952383, 56.25
"Port Shepstone", "", "South Africa", 75, 100
"Jhelum", "Punjab", "Pakistan", 87.5, 87.5
"Eau Claire", "Wisconsin", "United States of America", 96.42857142857143, 33.333333333333336
"Erzurum", "Erzurum Province", "Turkey", 21.875, 12.5
"Nanyuki", "", "Kenya", 100, 25
"Grudziadz", "Kuyavian-Pomeranian Voivodeship", "Poland", 45, 0
"Dundee", "Scotland", "United Kingdom", 88.88888888888889, 8.333333333333332
"Charlottesville", "Virginia", "United States of America", 100, 58.333333333333336
"Tijuana", "Baja California", "Mexico", 33.333333333333336, 69.23076923076923
"Vaasa", "", "Finland", 92.5, 8.333333333333332
"Port Elizabeth", "Eastern Cape", "South Africa", 80.26315789473684, 56.25
"Kimberley", "Northern Cape", "South Africa", 31.25, 87.5
"Acre", "Northern District", "Israel", 25, 75
"Tangier", "Tanger-Tetouan-Al Hoceima", "Morocco", 45.588235294117645, 35.416666666666664
"Wolverhampton", "England", "United Kingdom", 33.333333333333336, 33.333333333333336
"Eisenstadt", "Burgenland", "Austria", 87.5, 50
"Fort McMurray", "Alberta", "Canada", 70, 41.66666666666667
"Antibes", "", "France", 65, 33.333333333333336
"Weinan", "Shaanxi", "People's Republic of China", 0, 50
"Mangalore", "Karnataka", "India", 65.09433962264151, 47.53289473684211
"Vantaa", "Uusimaa", "Finland", 87.5, 12.5
"Beverly Hills", "California", "United States of America", 100, 0
"Yonkers", "New York", "United States of America", 100, 50
"Niagara Falls", "New York", "United States of America", 100, 50
"Kingston upon Hull", "England", "United Kingdom", 59.09090909090909, 42.85714285714286
"Waco", "Texas", "United States of America", 81.25, 68.75
"Frisco", "Texas", "United States of America", 87.5, 29.166666666666664
"Beaumont", "Texas", "United States of America", 70.83333333333334, 87.5
"Denton", "Texas", "United States of America", 62.5, 37.5
"Midland", "Texas", "United States of America", 75, 100
"Round Rock", "Texas", "United States of America", 75, 0
"Wichita Falls", "Texas", "United States of America", 62.5, 43.75
"Odessa", "Texas", "United States of America", 100, 50
"Lafayette", "Louisiana", "United States of America", 92.85714285714286, 0
"Nis", "Nisava District", "Serbia", 28.125, 40.27777777777778
"Oyster Bay", "New York", "United States of America", 100, 25
"Galway", "Connacht", "Ireland", 92.04545454545455, 44.44444444444444
"Roy", "Utah", "United States of America", 100, 50
"Norwich", "England", "United Kingdom", 71.05263157894737, 31.666666666666664
"Szekesfehervar", "Fejer County", "Hungary", 62.5, 18.75
"Hoa Binh", "Hoa Binh", "Vietnam", 75, 75
"Mazar-i-Sharif", "Balkh", "Afghanistan", 11.11111111111111, 83.33333333333333
"Luxor", "Luxor Governorate", "Egypt", 75, 37.5
"Banja Luka", "Republika Srpska", "Bosnia and Herzegovina", 45.588235294117645, 58.59375
"Sioux Falls", "South Dakota", "United States of America", 81.81818181818181, 32.14285714285714
"Brighton", "England", "United Kingdom", 82.14285714285714, 21.73913043478261
"Wiener Neustadt", "Lower Austria", "Austria", 87.5, 50
"Natal", "Rio Grande do Norte", "Brazil", 80.68181818181819, 59.09090909090909
"Shkoder", "Shkoder County", "Albania", 75, 33.333333333333336
"Polokwane", "Limpopo", "South Africa", 50, 50
"Aden", "'Adan Governorate", "Yemen", 16.666666666666668, 75
"Oran", "Oran Province", "Algeria", 50, 35.714285714285715
"Hanover", "New Hampshire", "United States of America", 100, 50
"Ubon Ratchathani", "Ubon Ratchathani", "Thailand", 50, 50
"Pau", "", "France", 75, 50
"Erbil", "", "Iraq", 36.36363636363637, 64.77272727272727
"Douala", "Littoral", "Cameroon", 40, 79.16666666666667
"Florianopolis", "Santa Catarina", "Brazil", 82.6086956521739, 67.3913043478261
"Kolomna", "Moscow Oblast", "Russia", 50, 25
"Dunedin", "Otago Region", "New Zealand", 85.52631578947368, 15.384615384615385
"Hamilton", "Ontario", "Canada", 42.79661016949152, 54.01785714285714
"Patras", "West Greece Region", "Greece", 60, 41.66666666666667
"Volgodonsk", "Rostov Oblast", "Russia", 25, 75
"Limerick", "", "Ireland", 80.43478260869566, 38.15789473684211
"Namur", "Wallonia", "Belgium", 72.22222222222221, 55.00000000000001
"Gyor", "Gyor-Moson-Sopron County", "Hungary", 79.16666666666667, 0
"Port Said", "Port Said Governorate", "Egypt", 66.66666666666666, 50
"Suez", "Suez Governorate", "Egypt", 0, 100
"Jyvaskyla", "", "Finland", 95.83333333333333, 0
"Saitama", "Saitama Prefecture", "Japan", 68.75, 37.5
"Exeter", "England", "United Kingdom", 79.16666666666667, 13.636363636363635
"Siauliai", "", "Lithuania", 57.14285714285714, 58.333333333333336
"Stoke-on-Trent", "England", "United Kingdom", 67.85714285714286, 33.333333333333336
"Domodedovo", "Moscow Oblast", "Russia", 50, 37.5
"Springfield", "Missouri", "United States of America", 84.72222222222221, 42.30769230769231
"Galveston", "Texas", "United States of America", 85.71428571428572, 50
"Erzincan", "Erzincan Province", "Turkey", 29.166666666666664, 50
"Sandakan", "Sabah", "Malaysia", 75, 50
"Kota Kinabalu", "Sabah", "Malaysia", 47.91666666666667, 45.45454545454545
"Abingdon", "Virginia", "United States of America", 100, 50
"Camden", "New Jersey", "United States of America", 87.5, 50
"Hoboken", "New Jersey", "United States of America", 56.25, 62.5
"Chon Buri", "Chon Buri", "Thailand", 60.71428571428571, 50
"Livermore", "California", "United States of America", 75, 54.166666666666664
"Zabok", "Krapina-Zagorje County", "Croatia", 25, 100
"Zabol", "Sistan and Baluchestan Province", "Iran", 14.285714285714285, 66.66666666666666
"Brossard", "Quebec", "Canada", 100, 50
"Saguenay", "Quebec", "Canada", 96.875, 18.75
"Zacatecas", "Zacatecas", "Mexico", 82.14285714285714, 37.5
"Longueuil", "Quebec", "Canada", 100, 37.5
"Sherbrooke", "Quebec", "Canada", 90.78947368421053, 31.666666666666664
"Boisbriand", "Quebec", "Canada", 75, 25
"Atlantic City", "New Jersey", "United States of America", 91.66666666666667, 37.5
"Richmond", "Quebec", "Canada", 80, 50
"Gold Coast", "Queensland", "Australia", 82.63888888888889, 32.608695652173914
"Brest", "Brest Region", "Belarus", 31.25, 55.00000000000001
"Tainan", "", "Taiwan", 31.25, 68.75
"Chateauguay", "Quebec", "Canada", 100, 0
"Victoriaville", "Quebec", "Canada", 91.66666666666667, 50
"Mascouche", "Quebec", "Canada", 100, 50
"Rouyn-Noranda", "Quebec", "Canada", 91.66666666666667, 12.5
"Laval", "Quebec", "Canada", 91.07142857142857, 41.66666666666667
"Gatineau", "Quebec", "Canada", 88.63636363636364, 42.85714285714286
"Granby", "Quebec", "Canada", 100, 75
"Drummondville", "Quebec", "Canada", 100, 0
"Montmagny", "Quebec", "Canada", 100, 50
"Salaberry-de-Valleyfield", "Quebec", "Canada", 85, 50
"Senneterre", "Quebec", "Canada", 100, 50
"Sainte-Adele", "Quebec", "Canada", 90, 100
"Allentown", "Pennsylvania", "United States of America", 60.71428571428571, 75
"Grants Pass", "Oregon", "United States of America", 62.5, 75
"Kansk", "Krasnoyarsk Krai", "Russia", 0, 75
"Hengyang", "Hunan", "People's Republic of China", 0, 50
"Zakopane", "Lesser Poland Voivodeship", "Poland", 33.333333333333336, 50
"Zakynthos", "", "Greece", 100, 25
"Ruma", "", "Serbia", 25, 75
"Banska Bystrica", "Banska Bystrica Region", "Slovakia", 62.5, 25
"Trencin", "Trencin Region", "Slovakia", 78.57142857142857, 41.66666666666667
"Zalau", "Salaj County", "Romania", 100, 75
"Zamosc", "Lublin Voivodeship", "Poland", 50, 50
"Decin", "", "Czech Republic", 62.5, 50
"Veszprem", "Veszprem County", "Hungary", 96.42857142857143, 8.333333333333332
"Teplice", "", "Czech Republic", 75, 0
"Liberec", "", "Czech Republic", 90.625, 12.5
"Chomutov", "", "Czech Republic", 75, 50
"Most", "", "Czech Republic", 62.5, 50
"Zanjan", "Zanjan Province", "Iran", 52.77777777777778, 58.333333333333336
"Zanesville", "Ohio", "United States of America", 50, 85
"Manisa", "Manisa Province", "Turkey", 16.666666666666668, 50
"Zaozhuang", "Shandong", "People's Republic of China", 0, 50
"Stip", "Stip Municipality", "North Macedonia", 50, 40
"Zapopan", "Jalisco", "Mexico", 58.92857142857143, 42.85714285714286
"Jablonec nad Nisou", "", "Czech Republic", 75, 0
"Zgorzelec", "Lower Silesian Voivodeship", "Poland", 62.5, 50
"Jelenia Gora", "Lower Silesian Voivodeship", "Poland", 50, 50
"Zaria", "Kaduna State", "Nigeria", 0, 100
"Zawiercie", "Silesian Voivodeship", "Poland", 25, 50
"Zary", "Lubusz Voivodeship", "Poland", 62.5, 50
"Yueyang", "Hunan", "People's Republic of China", 0, 50
"Kiryat Bialik", "Haifa District", "Israel", 29.166666666666664, 37.5
"Givatayim", "Tel Aviv District", "Israel", 25, 50
"Karmiel", "Northern District", "Israel", 53.57142857142857, 0
"Beit Shemesh", "Jerusalem District", "Israel", 37.5, 66.66666666666666
"Afula", "Northern District", "Israel", 41.66666666666667, 37.5
"Arad", "Southern District", "Israel", 41.66666666666667, 37.5
"Herzliya", "Tel Aviv District", "Israel", 80, 15.000000000000002
"Kiryat Ata", "Haifa District", "Israel", 25, 50
"St Helens", "England", "United Kingdom", 62.5, 25
"Brookhaven", "Georgia", "United States of America", 50, 75
"Mogilev", "Mahiliou Region", "Belarus", 53.125, 50
"Korolyov", "Moscow Oblast", "Russia", 25, 87.5
"Kladno", "", "Czech Republic", 75, 75
"Opava", "", "Czech Republic", 62.5, 50
"Nakhodka", "Primorsky Krai", "Russia", 25, 75
"Uzhhorod", "Zakarpattia Oblast", "Ukraine", 54.166666666666664, 50
"Zhytomyr", "Zhytomyr Oblast", "Ukraine", 43.75, 56.25
"Khmelnytskyi", "Khmelnytskyi Oblast", "Ukraine", 91.66666666666667, 0
"Kremenchuk", "Poltava Oblast", "Ukraine", 0, 100
"Ivano-Frankivsk", "Ivano-Frankivsk Oblast", "Ukraine", 28.57142857142857, 45
"Kherson", "Kherson Oblast", "Ukraine", 54.54545454545454, 54.54545454545454
"Rivne", "Rivne Oblast", "Ukraine", 75, 50
"Ternopil", "Ternopil Oblast", "Ukraine", 85.71428571428572, 57.14285714285714
"Poltava", "Poltava Oblast", "Ukraine", 70, 35
"Sumy", "Sumy Oblast", "Ukraine", 46.42857142857143, 53.57142857142857
"Joinville", "Santa Catarina", "Brazil", 77.94117647058823, 58.82352941176471
"Struga", "Struga Municipality", "North Macedonia", 35, 70
"Usti nad Labem", "", "Czech Republic", 62.5, 87.5
"Tetovo", "Tetovo Municipality", "North Macedonia", 10.909090909090907, 65.77669902912622
"Prilep", "Prilep Municipality", "North Macedonia", 58.333333333333336, 37.5
"Veles", "Veles Municipality", "North Macedonia", 25, 50
"Chernihiv", "Chernihiv Oblast", "Ukraine", 58.333333333333336, 75
"Cherkasy", "Cherkasy Oblast", "Ukraine", 30.555555555555557, 53.125
"Gostivar", "Gostivar Municipality", "North Macedonia", 66.66666666666666, 83.33333333333333
"Gevgelija", "Gevgelija Municipality", "North Macedonia", 100, 33.333333333333336
"Vinnytsia", "Vinnytsia Oblast", "Ukraine", 62.5, 71.42857142857143
"Bitola", "Bitola Municipality", "North Macedonia", 35.625, 44.44444444444444
"Horlivka", "Donetsk Oblast", "Ukraine", 0, 100
"King's Lynn", "England", "United Kingdom", 0, 100
"Chernivtsi", "Chernivtsi Oblast", "Ukraine", 81.25, 26.25
"Piotrkow Trybunalski", "Lodz Voivodeship", "Poland", 35, 25
"Kicevo", "Kicevo Municipality", "North Macedonia", 25, 37.5
"Gwalior", "Madhya Pradesh", "India", 25, 72.97297297297297
"Pabianice", "Lodz Voivodeship", "Poland", 29.166666666666664, 50
"Bushehr", "Bushehr Province", "Iran", 0, 100
"Santa Cruz", "California", "United States of America", 88.23529411764706, 34.61538461538461
"Santa Clara", "California", "United States of America", 75, 35
"Arequipa", "Arequipa", "Peru", 18.333333333333336, 88.33333333333333
"Santa Barbara", "California", "United States of America", 83.82352941176471, 56.25
"Faro", "", "Portugal", 79.16666666666667, 25
"Vlore", "Vlore County", "Albania", 66.66666666666666, 75
"Batman", "Batman Province", "Turkey", 0, 50
"Ruse", "Ruse Province", "Bulgaria", 21.42857142857143, 50
"Samsun", "Samsun Province", "Turkey", 31.818181818181817, 50
"Inverness", "Scotland", "United Kingdom", 84.375, 56.25
"Heraklion", "", "Greece", 86.76470588235294, 50
"Salisbury", "England", "United Kingdom", 64.28571428571428, 42.85714285714286
"Valdivia", "Los Rios Region", "Chile", 0, 50
"Fukushima", "Fukushima Prefecture", "Japan", 33.333333333333336, 66.66666666666666
"Reading", "England", "United Kingdom", 72.82608695652173, 30.555555555555557
"Czeladz", "Silesian Voivodeship", "Poland", 50, 25
"Konotop", "Sumy Oblast", "Ukraine", 75, 25
"Kuopio", "", "Finland", 95.83333333333333, 37.5
"Allahabad", "Uttar Pradesh", "India", 13.719512195121952, 75
"Oskemen", "East Kazakhstan Region", "Kazakhstan", 10.714285714285715, 60.71428571428571
"Cartagena", "Region of Murcia", "Spain", 65.625, 25
"Port Antonio", "Surrey County", "Jamaica", 75, 100
"Dezhou", "Shandong", "People's Republic of China", 0, 50
"Akron", "Ohio", "United States of America", 65, 83.33333333333333
"Ramenskoye", "", "Russia", 25, 50
"West Palm Beach", "Florida", "United States of America", 72.5, 66.66666666666666
"Thrissur", "Kerala", "India", 47.82608695652174, 75
"Kopavogur", "", "Iceland", 100, 50
"Coslada", "Community of Madrid", "Spain", 70.83333333333334, 50
"Kawasaki", "Kanagawa Prefecture", "Japan", 70, 25
"Chambery", "", "France", 87.5, 50
"Merida", "Yucatan", "Mexico", 71.09375, 50
"Teresina", "Piaui", "Brazil", 75, 75
"Pleven", "Pleven Province", "Bulgaria", 17.857142857142854, 100
"Stornoway", "Scotland", "United Kingdom", 100, 0
"Fort Lauderdale", "Florida", "United States of America", 81.57894736842105, 42.10526315789473
"Malatya", "Malatya Province", "Turkey", 0, 50
"Upper Hutt", "Wellington Region", "New Zealand", 100, 50
"Billings", "Montana", "United States of America", 75, 40
"West Lafayette", "Indiana", "United States of America", 75, 75
"Crescent City", "California", "United States of America", 100, 0
"Eger", "Heves County", "Hungary", 100, 50
"Kalamazoo", "Michigan", "United States of America", 88.63636363636364, 53.57142857142857
"Kragujevac", "Sumadija District", "Serbia", 50, 43.75
"Joao Pessoa", "Paraiba", "Brazil", 86.11111111111111, 43.75
"Liepaja", "", "Latvia", 90.38461538461539, 5.555555555555558
"Yavne", "Central District", "Israel", 25, 50
"Thiruvananthapuram", "", "India", 52.71084337349398, 53.289473684210535
"Cakovec", "Medimurje County", "Croatia", 100, 37.5
"Kalamata", "Peloponnese Region", "Greece", 50, 40
"Craiova", "Dolj County", "Romania", 53.84615384615385, 36.11111111111111
"Adiyaman", "Adiyaman Province", "Turkey", 0, 50
"Vitoria", "Espirito Santo", "Brazil", 34.61538461538461, 55.00000000000001
"Sopron", "Gyor-Moson-Sopron County", "Hungary", 100, 0
"Dobrich", "Dobrich Province", "Bulgaria", 37.5, 100
"Sari", "Mazandaran Province", "Iran", 29.166666666666664, 50
"Eskisehir", "", "Turkey", 64.58333333333334, 36.11111111111111
"Campo Grande", "Mato Grosso do Sul", "Brazil", 92.5, 57.14285714285714
"Tripoli", "North Governorate", "Lebanon", 27.77777777777778, 81.25
"Moa", "Holguin Province", "Cuba", 0, 75
"Nara", "Nara Prefecture", "Japan", 100, 50
"Doboj", "Republika Srpska", "Bosnia and Herzegovina", 87.5, 75
"San Mateo", "California", "United States of America", 80, 20
"Yuba City", "California", "United States of America", 100, 50
"Srinagar", "Jammu and Kashmir", "India", 77.58620689655173, 51.92307692307693
"Jinan", "Shandong", "People's Republic of China", 15.277777777777779, 46.42857142857143
"Chester", "England", "United Kingdom", 81.25, 20
"Subotica", "", "Serbia", 50, 50
"Abbottabad", "Khyber Pakhtunkhwa", "Pakistan", 62.5, 80.35714285714286
"Qingdao", "Shandong", "People's Republic of China", 50.73529411764706, 62.93103448275862
"Blackpool", "England", "United Kingdom", 70, 45.83333333333333
"Stara Zagora", "Stara Zagora Province", "Bulgaria", 61.111111111111114, 4.999999999999999
"Passaic", "New Jersey", "United States of America", 50, 75
"Agartala", "Tripura", "India", 63.63636363636363, 58.333333333333336
"Aydin", "Aydin Province", "Turkey", 14.285714285714285, 50
"Bournemouth", "", "United Kingdom", 64.70588235294117, 31.25
"Gloucester", "England", "United Kingdom", 50, 50
"Taganrog", "Rostov Oblast", "Russia", 58.333333333333336, 58.333333333333336
"Agadir", "Souss-Massa", "Morocco", 64.58333333333334, 18.181818181818183
"Amasya", "Amasya Province", "Turkey", 12.5, 50
"Qom", "Qom Province", "Iran", 20, 33.333333333333336
"Chiba", "Chiba Prefecture", "Japan", 100, 100
"Keflavik", "", "Iceland", 87.5, 0
"Cuiaba", "Mato Grosso", "Brazil", 25, 37.5
"Guimaraes", "Braga", "Portugal", 93.75, 43.75
"Pattaya", "Chon Buri", "Thailand", 19.407894736842106, 78.66666666666666
"Denizli", "Denizli Province", "Turkey", 29.54545454545454, 40
